Dataset,Unit,RunIndex,SourceGroup,SignalSampleN,Sensor,Statistic,StoredValue,ReconstructedValue,Difference,AbsoluteDifference,StandardisedAbsoluteDifference
PHM2010,c6,286,916,110,force_z,CrestFactor,2.27773498834752,2.27773498834752,0,0,0
PHM2010,c6,287,917,110,force_z,CrestFactor,2.30005200941592,2.30005200941592,0,0,0
PHM2010,c6,288,918,110,force_z,CrestFactor,2.33813429575332,2.33813429575332,0,0,0
PHM2010,c6,289,919,113,force_z,CrestFactor,2.30679805202954,2.30679805202954,0,0,0
PHM2010,c6,290,920,111,force_z,CrestFactor,2.23729957446042,2.23729957446042,0,0,0
PHM2010,c6,291,921,111,force_z,CrestFactor,2.17326883458858,2.17326883458858,0,0,0
PHM2010,c6,292,922,111,force_z,CrestFactor,2.27037307455624,2.27037307455624,0,0,0
PHM2010,c6,293,923,111,force_z,CrestFactor,2.18185826763086,2.18185826763086,0,0,0
PHM2010,c6,294,924,111,force_z,CrestFactor,2.24134293122996,2.24134293122996,0,0,0
PHM2010,c6,295,925,111,force_z,CrestFactor,2.21668568436158,2.21668568436158,0,0,0
PHM2010,c6,296,926,111,force_z,CrestFactor,2.27015145458117,2.27015145458117,0,0,0
PHM2010,c6,297,927,111,force_z,CrestFactor,2.25017050175379,2.25017050175379,0,0,0
PHM2010,c6,298,928,111,force_z,CrestFactor,2.26645881523273,2.26645881523273,0,0,0
PHM2010,c6,299,929,111,force_z,CrestFactor,2.1667721692256,2.1667721692256,0,0,0
PHM2010,c6,300,930,110,force_z,CrestFactor,2.27726107836324,2.27726107836324,0,0,0
PHM2010,c6,301,931,111,force_z,CrestFactor,2.24788384446482,2.24788384446482,0,0,0
PHM2010,c6,302,932,110,force_z,CrestFactor,2.11641198470987,2.11641198470987,0,0,0
PHM2010,c6,303,933,110,force_z,CrestFactor,2.37965766806604,2.37965766806604,0,0,0
PHM2010,c6,304,934,110,force_z,CrestFactor,2.25602537517375,2.25602537517375,0,0,0
PHM2010,c6,305,935,110,force_z,CrestFactor,2.17873392926536,2.17873392926536,0,0,0
PHM2010,c6,306,936,110,force_z,CrestFactor,2.17928818654717,2.17928818654717,0,0,0
PHM2010,c6,307,937,110,force_z,CrestFactor,2.19366586930512,2.19366586930512,0,0,0
PHM2010,c6,308,938,110,force_z,CrestFactor,2.22237886210018,2.22237886210018,0,0,0
PHM2010,c6,309,939,110,force_z,CrestFactor,2.35253964827643,2.35253964827643,0,0,0
PHM2010,c6,310,940,110,force_z,CrestFactor,2.22487672879837,2.22487672879837,0,0,0
PHM2010,c6,311,941,108,force_z,CrestFactor,2.38296134961183,2.38296134961183,0,0,0
PHM2010,c6,312,942,110,force_z,CrestFactor,2.30648440707146,2.30648440707146,0,0,0
PHM2010,c6,313,943,110,force_z,CrestFactor,2.37055790382157,2.37055790382157,0,0,0
PHM2010,c6,314,944,110,force_z,CrestFactor,2.32526816602086,2.32526816602086,0,0,0
PHM2010,c6,315,945,110,force_z,CrestFactor,2.24778991241764,2.24778991241764,0,0,0
PHM2010,c1,1,1,64,vibration_x,Mean,-0.023671875,-0.023671875,0,0,0
PHM2010,c1,2,2,109,vibration_x,Mean,-0.0195045871559633,-0.0195045871559633,0,0,0
PHM2010,c1,3,3,110,vibration_x,Mean,0.000454545454545454,0.000454545454545454,0,0,0
PHM2010,c1,4,4,110,vibration_x,Mean,-0.0445727272727273,-0.0445727272727273,0,0,0
PHM2010,c1,5,5,110,vibration_x,Mean,0.0146272727272727,0.0146272727272727,0,0,0
PHM2010,c1,6,6,110,vibration_x,Mean,-0.0216181818181818,-0.0216181818181818,0,0,0
PHM2010,c1,7,7,110,vibration_x,Mean,-0.00605454545454545,-0.00605454545454545,0,0,0
PHM2010,c1,8,8,110,vibration_x,Mean,0.00565454545454545,0.00565454545454545,0,0,0
PHM2010,c1,9,9,110,vibration_x,Mean,0.0492727272727273,0.0492727272727273,0,0,0
PHM2010,c1,10,10,110,vibration_x,Mean,0.0118818181818182,0.0118818181818182,0,0,0
PHM2010,c1,11,11,110,vibration_x,Mean,-0.0309,-0.0309,0,0,0
PHM2010,c1,12,12,110,vibration_x,Mean,0.0107363636363636,0.0107363636363636,0,0,0
PHM2010,c1,13,13,110,vibration_x,Mean,0.0589181818181818,0.0589181818181818,0,0,0
PHM2010,c1,14,14,110,vibration_x,Mean,-0.00825454545454546,-0.00825454545454546,0,0,0
PHM2010,c1,15,15,110,vibration_x,Mean,-0.000109090909090911,-0.000109090909090911,0,0,0
PHM2010,c1,16,16,110,vibration_x,Mean,0.00327272727272728,0.00327272727272728,0,0,0
PHM2010,c1,17,17,110,vibration_x,Mean,-0.0343909090909091,-0.0343909090909091,0,0,0
PHM2010,c1,18,18,110,vibration_x,Mean,-0.00997272727272727,-0.00997272727272727,0,0,0
PHM2010,c1,19,19,110,vibration_x,Mean,-0.0439818181818182,-0.0439818181818182,0,0,0
PHM2010,c1,20,20,110,vibration_x,Mean,0.00153636363636364,0.00153636363636364,0,0,0
PHM2010,c1,21,21,112,vibration_x,Mean,-0.0100982142857143,-0.0100982142857143,0,0,0
PHM2010,c1,22,22,110,vibration_x,Mean,-0.0215454545454545,-0.0215454545454545,0,0,0
PHM2010,c1,23,23,110,vibration_x,Mean,0.0207090909090909,0.0207090909090909,0,0,0
PHM2010,c1,24,24,110,vibration_x,Mean,-0.0181818181818182,-0.0181818181818182,0,0,0
PHM2010,c1,25,25,110,vibration_x,Mean,0.00734545454545455,0.00734545454545455,0,0,0
PHM2010,c1,26,26,110,vibration_x,Mean,-0.0185636363636364,-0.0185636363636364,0,0,0
PHM2010,c1,27,27,110,vibration_x,Mean,-6.36363636363618e-05,-6.36363636363618e-05,0,0,0
PHM2010,c1,28,28,110,vibration_x,Mean,-0.0191272727272727,-0.0191272727272727,0,0,0
PHM2010,c1,29,29,110,vibration_x,Mean,0.0595272727272727,0.0595272727272727,0,0,0
PHM2010,c1,30,30,110,vibration_x,Mean,0.000209090909090909,0.000209090909090909,0,0,0
PHM2010,c1,31,31,110,vibration_x,Mean,0.0239727272727273,0.0239727272727273,0,0,0
PHM2010,c1,32,32,110,vibration_x,Mean,0.00517272727272727,0.00517272727272727,0,0,0
PHM2010,c1,33,33,110,vibration_x,Mean,0.0129181818181818,0.0129181818181818,0,0,0
PHM2010,c1,34,34,110,vibration_x,Mean,-0.00748181818181818,-0.00748181818181818,0,0,0
PHM2010,c1,35,35,110,vibration_x,Mean,0.00895454545454545,0.00895454545454545,0,0,0
PHM2010,c1,36,36,110,vibration_x,Mean,-0.0308181818181818,-0.0308181818181818,0,0,0
PHM2010,c1,37,37,110,vibration_x,Mean,0.0336090909090909,0.0336090909090909,0,0,0
PHM2010,c1,38,38,110,vibration_x,Mean,-0.0450272727272727,-0.0450272727272727,0,0,0
PHM2010,c1,39,39,110,vibration_x,Mean,-0.0197636363636364,-0.0197636363636364,0,0,0
PHM2010,c1,40,40,110,vibration_x,Mean,-0.00703636363636364,-0.00703636363636364,0,0,0
PHM2010,c1,41,41,110,vibration_x,Mean,-0.00619090909090909,-0.00619090909090909,0,0,0
PHM2010,c1,42,42,110,vibration_x,Mean,0.0115545454545455,0.0115545454545455,0,0,0
PHM2010,c1,43,43,110,vibration_x,Mean,0.0204454545454545,0.0204454545454545,0,0,0
PHM2010,c1,44,44,110,vibration_x,Mean,-0.00827272727272727,-0.00827272727272727,0,0,0
PHM2010,c1,45,45,110,vibration_x,Mean,-0.00227272727272727,-0.00227272727272727,0,0,0
PHM2010,c1,46,46,110,vibration_x,Mean,-0.00908181818181818,-0.00908181818181818,0,0,0
PHM2010,c1,47,47,110,vibration_x,Mean,0.0152363636363636,0.0152363636363636,0,0,0
PHM2010,c1,48,48,110,vibration_x,Mean,0.0223272727272727,0.0223272727272727,0,0,0
PHM2010,c1,49,49,110,vibration_x,Mean,-0.0237272727272727,-0.0237272727272727,0,0,0
PHM2010,c1,50,50,110,vibration_x,Mean,0.0259545454545455,0.0259545454545455,0,0,0
PHM2010,c1,51,51,110,vibration_x,Mean,-0.00980909090909091,-0.00980909090909091,0,0,0
PHM2010,c1,52,52,110,vibration_x,Mean,-0.00089090909090909,-0.00089090909090909,0,0,0
PHM2010,c1,53,53,110,vibration_x,Mean,-0.0216454545454545,-0.0216454545454545,0,0,0
PHM2010,c1,54,54,110,vibration_x,Mean,0.0563363636363636,0.0563363636363636,0,0,0
PHM2010,c1,55,55,110,vibration_x,Mean,-0.0138363636363636,-0.0138363636363636,0,0,0
PHM2010,c1,56,56,110,vibration_x,Mean,-0.00705454545454546,-0.00705454545454546,0,0,0
PHM2010,c1,57,57,110,vibration_x,Mean,0.0143181818181818,0.0143181818181818,0,0,0
PHM2010,c1,58,58,110,vibration_x,Mean,-7.27272727272706e-05,-7.27272727272706e-05,0,0,0
PHM2010,c1,59,59,110,vibration_x,Mean,0.0177363636363636,0.0177363636363636,0,0,0
PHM2010,c1,60,60,110,vibration_x,Mean,-0.0154636363636364,-0.0154636363636364,0,0,0
PHM2010,c1,61,61,110,vibration_x,Mean,-0.00750909090909091,-0.00750909090909091,0,0,0
PHM2010,c1,62,62,110,vibration_x,Mean,0.00590909090909091,0.00590909090909091,0,0,0
PHM2010,c1,63,63,110,vibration_x,Mean,-0.0242181818181818,-0.0242181818181818,0,0,0
PHM2010,c1,64,64,110,vibration_x,Mean,0.0152909090909091,0.0152909090909091,0,0,0
PHM2010,c1,65,65,111,vibration_x,Mean,0.0355045045045045,0.0355045045045045,0,0,0
PHM2010,c1,66,66,110,vibration_x,Mean,-0.0100909090909091,-0.0100909090909091,0,0,0
PHM2010,c1,67,67,110,vibration_x,Mean,0.0257545454545455,0.0257545454545455,0,0,0
PHM2010,c1,68,68,110,vibration_x,Mean,-0.0144363636363636,-0.0144363636363636,0,0,0
PHM2010,c1,69,69,110,vibration_x,Mean,-0.00425454545454545,-0.00425454545454545,0,0,0
PHM2010,c1,70,70,110,vibration_x,Mean,-0.0132909090909091,-0.0132909090909091,0,0,0
PHM2010,c1,71,71,110,vibration_x,Mean,-0.0125181818181818,-0.0125181818181818,0,0,0
PHM2010,c1,72,72,110,vibration_x,Mean,-0.0021,-0.0021,0,0,0
PHM2010,c1,73,73,110,vibration_x,Mean,-0.0282727272727273,-0.0282727272727273,0,0,0
PHM2010,c1,74,74,110,vibration_x,Mean,0.0153545454545455,0.0153545454545455,0,0,0
PHM2010,c1,75,75,110,vibration_x,Mean,0.0134090909090909,0.0134090909090909,0,0,0
PHM2010,c1,76,76,110,vibration_x,Mean,0.0135363636363636,0.0135363636363636,0,0,0
PHM2010,c1,77,77,110,vibration_x,Mean,0.0054,0.0054,0,0,0
PHM2010,c1,78,78,110,vibration_x,Mean,-0.0173545454545455,-0.0173545454545455,0,0,0
PHM2010,c1,79,79,110,vibration_x,Mean,-0.0363454545454545,-0.0363454545454545,0,0,0
PHM2010,c1,80,80,110,vibration_x,Mean,0.0105727272727273,0.0105727272727273,0,0,0
PHM2010,c1,81,81,110,vibration_x,Mean,0.00787272727272727,0.00787272727272727,0,0,0
PHM2010,c1,82,82,110,vibration_x,Mean,0.0228454545454545,0.0228454545454545,0,0,0
PHM2010,c1,83,83,110,vibration_x,Mean,0.0118181818181818,0.0118181818181818,0,0,0
PHM2010,c1,84,84,110,vibration_x,Mean,0.000354545454545453,0.000354545454545453,0,0,0
PHM2010,c1,85,85,110,vibration_x,Mean,0.00892727272727272,0.00892727272727272,0,0,0
PHM2010,c1,86,86,110,vibration_x,Mean,0.0023,0.0023,0,0,0
PHM2010,c1,87,87,110,vibration_x,Mean,0.000654545454545454,0.000654545454545454,0,0,0
PHM2010,c1,88,88,110,vibration_x,Mean,-0.0214181818181818,-0.0214181818181818,0,0,0
PHM2010,c1,89,89,110,vibration_x,Mean,0.0159545454545455,0.0159545454545455,0,0,0
PHM2010,c1,90,90,110,vibration_x,Mean,-0.0201818181818182,-0.0201818181818182,0,0,0
PHM2010,c1,91,91,110,vibration_x,Mean,0.0333363636363636,0.0333363636363636,0,0,0
PHM2010,c1,92,92,110,vibration_x,Mean,-0.0034,-0.0034,0,0,0
PHM2010,c1,93,93,110,vibration_x,Mean,0.0166636363636364,0.0166636363636364,0,0,0
PHM2010,c1,94,94,110,vibration_x,Mean,-0.0057,-0.0057,0,0,0
PHM2010,c1,95,95,110,vibration_x,Mean,0.0187454545454545,0.0187454545454545,0,0,0
PHM2010,c1,96,96,110,vibration_x,Mean,-0.00789090909090909,-0.00789090909090909,0,0,0
PHM2010,c1,97,97,112,vibration_x,Mean,-0.00689285714285714,-0.00689285714285714,0,0,0
PHM2010,c1,98,98,110,vibration_x,Mean,-0.0149272727272727,-0.0149272727272727,0,0,0
PHM2010,c1,99,99,110,vibration_x,Mean,-0.00724545454545455,-0.00724545454545455,0,0,0
PHM2010,c1,100,100,110,vibration_x,Mean,-0.0241454545454545,-0.0241454545454545,0,0,0
PHM2010,c1,101,101,110,vibration_x,Mean,-0.0242363636363636,-0.0242363636363636,0,0,0
PHM2010,c1,102,102,110,vibration_x,Mean,-0.0231636363636364,-0.0231636363636364,0,0,0
PHM2010,c1,103,103,110,vibration_x,Mean,0.0401727272727273,0.0401727272727273,0,0,0
PHM2010,c1,104,104,110,vibration_x,Mean,-0.000772727272727273,-0.000772727272727273,0,0,0
PHM2010,c1,105,105,110,vibration_x,Mean,0.0147636363636364,0.0147636363636364,0,0,0
PHM2010,c1,106,106,110,vibration_x,Mean,0.00850909090909091,0.00850909090909091,0,0,0
PHM2010,c1,107,107,110,vibration_x,Mean,0.00995454545454545,0.00995454545454545,0,0,0
PHM2010,c1,108,108,110,vibration_x,Mean,0.0323363636363636,0.0323363636363636,0,0,0
PHM2010,c1,109,109,110,vibration_x,Mean,0.00167272727272727,0.00167272727272727,0,0,0
PHM2010,c1,110,110,110,vibration_x,Mean,0.0136454545454545,0.0136454545454545,0,0,0
PHM2010,c1,111,111,110,vibration_x,Mean,0.0142272727272727,0.0142272727272727,0,0,0
PHM2010,c1,112,112,110,vibration_x,Mean,-0.0126090909090909,-0.0126090909090909,0,0,0
PHM2010,c1,113,113,110,vibration_x,Mean,0.0323363636363636,0.0323363636363636,0,0,0
PHM2010,c1,114,114,110,vibration_x,Mean,0.0145727272727273,0.0145727272727273,0,0,0
PHM2010,c1,115,115,110,vibration_x,Mean,-0.00297272727272727,-0.00297272727272727,0,0,0
PHM2010,c1,116,116,110,vibration_x,Mean,-0.0279181818181818,-0.0279181818181818,0,0,0
PHM2010,c1,117,117,110,vibration_x,Mean,0.00955454545454545,0.00955454545454545,0,0,0
PHM2010,c1,118,118,110,vibration_x,Mean,0.0220727272727273,0.0220727272727273,0,0,0
PHM2010,c1,119,119,110,vibration_x,Mean,0.0165545454545455,0.0165545454545455,0,0,0
PHM2010,c1,120,120,110,vibration_x,Mean,0.0186727272727273,0.0186727272727273,0,0,0
PHM2010,c1,121,121,110,vibration_x,Mean,0.0143454545454545,0.0143454545454545,0,0,0
PHM2010,c1,122,122,110,vibration_x,Mean,0.00501818181818181,0.00501818181818181,0,0,0
PHM2010,c1,123,123,110,vibration_x,Mean,-0.00273636363636364,-0.00273636363636364,0,0,0
PHM2010,c1,124,124,110,vibration_x,Mean,0.005,0.005,0,0,0
PHM2010,c1,125,125,110,vibration_x,Mean,0.00617272727272727,0.00617272727272727,0,0,0
PHM2010,c1,126,126,110,vibration_x,Mean,0.00571818181818182,0.00571818181818182,0,0,0
PHM2010,c1,127,127,110,vibration_x,Mean,-0.00364545454545455,-0.00364545454545455,0,0,0
PHM2010,c1,128,128,110,vibration_x,Mean,-0.000127272727272728,-0.000127272727272728,0,0,0
PHM2010,c1,129,129,111,vibration_x,Mean,0.0690630630630631,0.0690630630630631,0,0,0
PHM2010,c1,130,130,110,vibration_x,Mean,-0.0242727272727273,-0.0242727272727273,0,0,0
PHM2010,c1,131,131,110,vibration_x,Mean,-0.0103,-0.0103,0,0,0
PHM2010,c1,132,132,110,vibration_x,Mean,-0.0158727272727273,-0.0158727272727273,0,0,0
PHM2010,c1,133,133,110,vibration_x,Mean,0.0109,0.0109,0,0,0
PHM2010,c1,134,134,110,vibration_x,Mean,0.0100909090909091,0.0100909090909091,0,0,0
PHM2010,c1,135,135,110,vibration_x,Mean,0.0188272727272727,0.0188272727272727,0,0,0
PHM2010,c1,136,136,110,vibration_x,Mean,-0.00988181818181818,-0.00988181818181818,0,0,0
PHM2010,c1,137,137,110,vibration_x,Mean,0.0474363636363636,0.0474363636363636,0,0,0
PHM2010,c1,138,138,110,vibration_x,Mean,-0.0178,-0.0178,0,0,0
PHM2010,c1,139,139,110,vibration_x,Mean,-0.0165636363636364,-0.0165636363636364,0,0,0
PHM2010,c1,140,140,110,vibration_x,Mean,-0.0151090909090909,-0.0151090909090909,0,0,0
PHM2010,c1,141,141,110,vibration_x,Mean,0.00370909090909091,0.00370909090909091,0,0,0
PHM2010,c1,142,142,110,vibration_x,Mean,-0.0153909090909091,-0.0153909090909091,0,0,0
PHM2010,c1,143,143,110,vibration_x,Mean,-0.0180909090909091,-0.0180909090909091,0,0,0
PHM2010,c1,144,144,110,vibration_x,Mean,-0.00406363636363636,-0.00406363636363636,0,0,0
PHM2010,c1,145,145,110,vibration_x,Mean,-0.0246,-0.0246,0,0,0
PHM2010,c1,146,146,110,vibration_x,Mean,-0.0257818181818182,-0.0257818181818182,0,0,0
PHM2010,c1,147,147,110,vibration_x,Mean,0.0114181818181818,0.0114181818181818,0,0,0
PHM2010,c1,148,148,110,vibration_x,Mean,-0.0208454545454545,-0.0208454545454545,0,0,0
PHM2010,c1,149,149,110,vibration_x,Mean,0.00234545454545454,0.00234545454545454,0,0,0
PHM2010,c1,150,150,110,vibration_x,Mean,0.0218909090909091,0.0218909090909091,0,0,0
PHM2010,c1,151,151,110,vibration_x,Mean,0.0166818181818182,0.0166818181818182,0,0,0
PHM2010,c1,152,152,110,vibration_x,Mean,0.00119090909090909,0.00119090909090909,0,0,0
PHM2010,c1,153,153,110,vibration_x,Mean,-0.0169090909090909,-0.0169090909090909,0,0,0
PHM2010,c1,154,154,110,vibration_x,Mean,-0.009,-0.009,0,0,0
PHM2010,c1,155,155,110,vibration_x,Mean,0.0149272727272727,0.0149272727272727,0,0,0
PHM2010,c1,156,156,108,vibration_x,Mean,-0.0290740740740741,-0.0290740740740741,0,0,0
PHM2010,c1,157,157,110,vibration_x,Mean,-0.0197363636363636,-0.0197363636363636,0,0,0
PHM2010,c1,158,158,110,vibration_x,Mean,-0.0364818181818182,-0.0364818181818182,0,0,0
PHM2010,c1,159,159,110,vibration_x,Mean,0.0179454545454545,0.0179454545454545,0,0,0
PHM2010,c1,160,160,110,vibration_x,Mean,0.00962727272727272,0.00962727272727272,0,0,0
PHM2010,c1,161,161,112,vibration_x,Mean,0.0070625,0.0070625,0,0,0
PHM2010,c1,162,162,110,vibration_x,Mean,0.00792727272727273,0.00792727272727273,0,0,0
PHM2010,c1,163,163,110,vibration_x,Mean,-0.0262181818181818,-0.0262181818181818,0,0,0
PHM2010,c1,164,164,110,vibration_x,Mean,0.00329090909090909,0.00329090909090909,0,0,0
PHM2010,c1,165,165,110,vibration_x,Mean,-0.0511818181818182,-0.0511818181818182,0,0,0
PHM2010,c1,166,166,110,vibration_x,Mean,-0.0141636363636364,-0.0141636363636364,0,0,0
PHM2010,c1,167,167,110,vibration_x,Mean,-0.00259090909090909,-0.00259090909090909,0,0,0
PHM2010,c1,168,168,110,vibration_x,Mean,-0.0160818181818182,-0.0160818181818182,0,0,0
PHM2010,c1,169,169,110,vibration_x,Mean,-0.0163727272727273,-0.0163727272727273,0,0,0
PHM2010,c1,170,170,110,vibration_x,Mean,0.00049090909090909,0.00049090909090909,0,0,0
PHM2010,c1,171,171,110,vibration_x,Mean,0.0193727272727273,0.0193727272727273,0,0,0
PHM2010,c1,172,172,110,vibration_x,Mean,0.000290909090909088,0.000290909090909088,0,0,0
PHM2010,c1,173,173,110,vibration_x,Mean,0.000790909090909092,0.000790909090909092,0,0,0
PHM2010,c1,174,174,110,vibration_x,Mean,-0.00970909090909091,-0.00970909090909091,0,0,0
PHM2010,c1,175,175,110,vibration_x,Mean,-0.0275727272727273,-0.0275727272727273,0,0,0
PHM2010,c1,176,176,110,vibration_x,Mean,0.0184636363636364,0.0184636363636364,0,0,0
PHM2010,c1,177,177,110,vibration_x,Mean,-0.00574545454545455,-0.00574545454545455,0,0,0
PHM2010,c1,178,178,110,vibration_x,Mean,-0.0408181818181818,-0.0408181818181818,0,0,0
PHM2010,c1,179,179,110,vibration_x,Mean,-0.0339090909090909,-0.0339090909090909,0,0,0
PHM2010,c1,180,180,110,vibration_x,Mean,0.0163818181818182,0.0163818181818182,0,0,0
PHM2010,c1,181,181,110,vibration_x,Mean,0.00444545454545455,0.00444545454545455,0,0,0
PHM2010,c1,182,182,110,vibration_x,Mean,-0.0188727272727273,-0.0188727272727273,0,0,0
PHM2010,c1,183,183,110,vibration_x,Mean,-0.0120181818181818,-0.0120181818181818,0,0,0
PHM2010,c1,184,184,110,vibration_x,Mean,0.0202636363636364,0.0202636363636364,0,0,0
PHM2010,c1,185,185,110,vibration_x,Mean,-0.0219545454545455,-0.0219545454545455,0,0,0
PHM2010,c1,186,186,110,vibration_x,Mean,0.0279,0.0279,0,0,0
PHM2010,c1,187,187,110,vibration_x,Mean,-0.00915454545454546,-0.00915454545454546,0,0,0
PHM2010,c1,188,188,110,vibration_x,Mean,-0.0358272727272727,-0.0358272727272727,0,0,0
PHM2010,c1,189,189,110,vibration_x,Mean,0.0143636363636364,0.0143636363636364,0,0,0
PHM2010,c1,190,190,110,vibration_x,Mean,0.0452181818181818,0.0452181818181818,0,0,0
PHM2010,c1,191,191,111,vibration_x,Mean,0.0211891891891892,0.0211891891891892,0,0,0
PHM2010,c1,192,192,110,vibration_x,Mean,-0.00197272727272728,-0.00197272727272728,0,0,0
PHM2010,c1,193,193,114,vibration_x,Mean,0.00325438596491228,0.00325438596491228,0,0,0
PHM2010,c1,194,194,110,vibration_x,Mean,-0.0285545454545455,-0.0285545454545455,0,0,0
PHM2010,c1,195,195,110,vibration_x,Mean,0.0459818181818182,0.0459818181818182,0,0,0
PHM2010,c1,196,196,110,vibration_x,Mean,0.0298090909090909,0.0298090909090909,0,0,0
PHM2010,c1,197,197,110,vibration_x,Mean,0.0052090909090909,0.0052090909090909,0,0,0
PHM2010,c1,198,198,110,vibration_x,Mean,-0.0125909090909091,-0.0125909090909091,0,0,0
PHM2010,c1,199,199,110,vibration_x,Mean,-0.0493272727272727,-0.0493272727272727,0,0,0
PHM2010,c1,200,200,110,vibration_x,Mean,-0.0105909090909091,-0.0105909090909091,0,0,0
PHM2010,c1,201,201,110,vibration_x,Mean,-0.0158272727272727,-0.0158272727272727,0,0,0
PHM2010,c1,202,202,110,vibration_x,Mean,-0.0119545454545455,-0.0119545454545455,0,0,0
PHM2010,c1,203,203,110,vibration_x,Mean,-0.0165090909090909,-0.0165090909090909,0,0,0
PHM2010,c1,204,204,110,vibration_x,Mean,0.0108090909090909,0.0108090909090909,0,0,0
PHM2010,c1,205,205,110,vibration_x,Mean,-0.00725454545454546,-0.00725454545454546,0,0,0
PHM2010,c1,206,206,110,vibration_x,Mean,-0.0432181818181818,-0.0432181818181818,0,0,0
PHM2010,c1,207,207,110,vibration_x,Mean,0.00295454545454546,0.00295454545454546,0,0,0
PHM2010,c1,208,208,110,vibration_x,Mean,0.0135181818181818,0.0135181818181818,0,0,0
PHM2010,c1,209,209,110,vibration_x,Mean,-0.0153454545454545,-0.0153454545454545,0,0,0
PHM2010,c1,210,210,110,vibration_x,Mean,0.0175,0.0175,0,0,0
PHM2010,c1,211,211,110,vibration_x,Mean,-0.0488181818181818,-0.0488181818181818,0,0,0
PHM2010,c1,212,212,110,vibration_x,Mean,-0.0106545454545455,-0.0106545454545455,0,0,0
PHM2010,c1,213,213,110,vibration_x,Mean,-0.00912727272727273,-0.00912727272727273,0,0,0
PHM2010,c1,214,214,110,vibration_x,Mean,-0.0287,-0.0287,0,0,0
PHM2010,c1,215,215,110,vibration_x,Mean,-0.0175,-0.0175,0,0,0
PHM2010,c1,216,216,110,vibration_x,Mean,0.0277636363636364,0.0277636363636364,0,0,0
PHM2010,c1,217,217,110,vibration_x,Mean,-0.00434545454545455,-0.00434545454545455,0,0,0
PHM2010,c1,218,218,108,vibration_x,Mean,-0.000944444444444443,-0.000944444444444443,0,0,0
PHM2010,c1,219,219,110,vibration_x,Mean,0.0154454545454545,0.0154454545454545,0,0,0
PHM2010,c1,220,220,110,vibration_x,Mean,0.0218090909090909,0.0218090909090909,0,0,0
PHM2010,c1,221,221,110,vibration_x,Mean,0.00292727272727272,0.00292727272727272,0,0,0
PHM2010,c1,222,222,111,vibration_x,Mean,-0.0280990990990991,-0.0280990990990991,0,0,0
PHM2010,c1,223,223,110,vibration_x,Mean,0.0130272727272727,0.0130272727272727,0,0,0
PHM2010,c1,224,224,110,vibration_x,Mean,0.0102272727272727,0.0102272727272727,0,0,0
PHM2010,c1,225,225,111,vibration_x,Mean,0.0048018018018018,0.0048018018018018,0,0,0
PHM2010,c1,226,226,111,vibration_x,Mean,0.0218288288288288,0.0218288288288288,0,0,0
PHM2010,c1,227,227,110,vibration_x,Mean,-0.0155727272727273,-0.0155727272727273,0,0,0
PHM2010,c1,228,228,111,vibration_x,Mean,-0.0304504504504504,-0.0304504504504504,0,0,0
PHM2010,c1,229,229,111,vibration_x,Mean,-0.042018018018018,-0.042018018018018,0,0,0
PHM2010,c1,230,230,109,vibration_x,Mean,-0.031302752293578,-0.031302752293578,0,0,0
PHM2010,c1,231,231,110,vibration_x,Mean,0.0161818181818182,0.0161818181818182,0,0,0
PHM2010,c1,232,232,110,vibration_x,Mean,0.0447272727272727,0.0447272727272727,0,0,0
PHM2010,c1,233,233,110,vibration_x,Mean,0.0161818181818182,0.0161818181818182,0,0,0
PHM2010,c1,234,234,111,vibration_x,Mean,-0.00417117117117117,-0.00417117117117117,0,0,0
PHM2010,c1,235,235,110,vibration_x,Mean,-0.0112454545454545,-0.0112454545454545,0,0,0
PHM2010,c1,236,236,111,vibration_x,Mean,-0.031963963963964,-0.031963963963964,0,0,0
PHM2010,c1,237,237,111,vibration_x,Mean,-0.0234504504504505,-0.0234504504504505,0,0,0
PHM2010,c1,238,238,110,vibration_x,Mean,-0.00198181818181818,-0.00198181818181818,0,0,0
PHM2010,c1,239,239,110,vibration_x,Mean,0.0200181818181818,0.0200181818181818,0,0,0
PHM2010,c1,240,240,110,vibration_x,Mean,0.0232272727272727,0.0232272727272727,0,0,0
PHM2010,c1,241,241,111,vibration_x,Mean,0.0105045045045045,0.0105045045045045,0,0,0
PHM2010,c1,242,242,111,vibration_x,Mean,-0.00934234234234235,-0.00934234234234235,0,0,0
PHM2010,c1,243,243,110,vibration_x,Mean,0.0239727272727273,0.0239727272727273,0,0,0
PHM2010,c1,244,244,110,vibration_x,Mean,0.0512363636363636,0.0512363636363636,0,0,0
PHM2010,c1,245,245,109,vibration_x,Mean,-0.0522385321100918,-0.0522385321100918,0,0,0
PHM2010,c1,246,246,110,vibration_x,Mean,0.0216363636363636,0.0216363636363636,0,0,0
PHM2010,c1,247,247,110,vibration_x,Mean,-0.0455545454545454,-0.0455545454545454,0,0,0
PHM2010,c1,248,248,111,vibration_x,Mean,0.0197117117117117,0.0197117117117117,0,0,0
PHM2010,c1,249,249,110,vibration_x,Mean,-0.0505545454545455,-0.0505545454545455,0,0,0
PHM2010,c1,250,250,110,vibration_x,Mean,0.0308818181818182,0.0308818181818182,0,0,0
PHM2010,c1,251,251,111,vibration_x,Mean,-0.0564954954954955,-0.0564954954954955,0,0,0
PHM2010,c1,252,252,111,vibration_x,Mean,0.000684684684684683,0.000684684684684683,0,0,0
